artwork_id,auction_id,date_of_auction,y_true_log,y_pred_log,price_true,price_pred,pct_error
ARTW-000611,AUC-001963,2024-06-26,8.215276958936633,11.371426204597304,3696.0000000000023,86804.58176222401,22.48608813912986
ARTW-001672,AUC-000539,2020-09-04,8.289539484624141,11.44041311885587,3980.9999999999986,93004.42640330928,22.362076464031475
ARTW-001748,AUC-003508,2024-09-24,8.343553835005117,11.458711528962342,4202.000000000004,94721.94383389714,21.542109432150657
ARTW-001491,AUC-001787,2023-01-05,8.390949464841986,11.45835259584923,4405.999999999996,94687.95073377324,20.49068332586775
ARTW-001425,AUC-000881,2024-05-15,8.391629968440892,11.427441276147986,4409.000000000001,91805.7658670349,19.822355606041025
ARTW-002216,AUC-003424,2020-09-14,8.429235912657095,11.430887034033866,4577.999999999998,92122.65540326528,19.122904194684427
ARTW-000827,AUC-002357,2023-05-03,8.460411177317253,11.458783315584963,4723.0,94728.74391819435,19.056901104847416
ARTW-001579,AUC-001941,2024-12-12,8.485083137498004,11.442509288236446,4840.999999999999,93199.58600269178,18.252135096610576
ARTW-000985,AUC-003770,2020-04-20,8.502282578680484,11.43507937279502,4925.000000000005,92509.67967621022,17.78369130481424
ARTW-001889,AUC-003185,2024-05-04,8.516793111394898,11.429996879913347,4997.000000000004,92040.68763919469,17.41918904126368
ARTW-000978,AUC-002828,2024-12-25,8.559102594493448,11.458682814313292,5213.000000000003,94719.22393685863,17.169810845359407
ARTW-000205,AUC-003923,2023-10-17,8.581669210600602,11.435266018013838,5331.999999999996,92526.94796373294,16.35314102845705
ARTW-001673,AUC-003261,2024-07-12,8.656433258507741,11.432150478592021,5745.999999999998,92239.12209347199,15.052753583966588
ARTW-001398,AUC-000791,2020-03-10,8.713582005421628,11.430118917171805,6084.000000000004,92051.92083983865,14.130164503589514
ARTW-000541,AUC-001561,2024-09-23,8.726643415598444,11.436665857154976,6163.9999999999945,92656.56290581077,14.031888855582553
ARTW-001204,AUC-003266,2020-05-28,8.711278615130434,11.419365281102957,6069.999999999998,91067.32073395973,14.002853498181178
ARTW-001025,AUC-001446,2023-12-20,8.755422380148488,11.437620619235854,6344.0,92745.0710787801,13.619336550879588
ARTW-001265,AUC-004301,2024-08-14,8.772145439245099,11.429666661449284,6450.999999999997,92010.29879222806,13.262951293168205
ARTW-000602,AUC-000015,2021-07-04,8.774622220696997,11.431037785941374,6467.0,92136.544266904,13.247184825561158
ARTW-001064,AUC-000686,2024-07-03,8.784162222270476,11.436141814809831,6528.999999999995,92608.01913985562,13.184104631621333
ARTW-002149,AUC-003256,2020-02-17,8.823500727991183,11.425079496263708,6790.999999999998,91589.1943419749,12.486849409803405
ARTW-001847,AUC-003161,2024-01-25,8.858652969548489,11.458654099664244,7033.999999999995,94716.50411792005,12.465525180255915
ARTW-000416,AUC-004447,2024-09-17,8.852378886511985,11.440068543067282,6990.000000000002,92972.38450591142,12.30077031558103
ARTW-001449,AUC-001905,2022-01-21,8.860641041773876,11.440405940193608,7048.000000000004,93003.75875116103,12.19576599761081
ARTW-001949,AUC-002997,2022-11-03,8.87346805533363,11.432538126354183,7139.0,92274.88570177658,11.925463748673005
ARTW-000291,AUC-004481,2024-09-12,8.885440911707585,11.42550303733718,7224.999999999996,91627.99476741289,11.68207540033397
ARTW-000470,AUC-000882,2021-05-02,8.8963143241848,11.436141814809831,7304.000000000003,92608.01913985562,11.679082576650545
ARTW-001733,AUC-003009,2023-08-02,8.914088348841334,11.436357174677699,7434.999999999995,92627.96555373239,11.458367929217543
